,method,n,d,q,p,time
2061,Encryption,18,14,32,3,0.02771086339998874
2062,Decrypt,18,14,32,3,0.0013972836000903043
2063,Addition,18,14,32,3,0.00011522380009409972
2064,Multiplication,18,14,32,3,0.5930192773004819
2065,KeyGen,20,32,32,3,3.310941395499685
2066,Encryption,20,32,32,3,0.13483772649997264
2067,Decrypt,20,32,32,3,0.006397232400195208
2068,Addition,20,32,32,3,0.00021516719934879802
2069,Multiplication,20,32,32,3,3.393775887400261
2070,KeyGen,18,8,32,3,0.2894700320000993
2071,Encryption,18,8,32,3,0.011224835299799452
2072,Decrypt,18,8,32,3,0.0006209266000951174
2073,Addition,18,8,32,3,0.00034042529950966126
2074,Multiplication,18,8,32,3,0.2529332243000681
2075,KeyGen,18,6,32,3,0.19072521359994427
2076,Encryption,18,6,32,3,0.007872317299916175
2077,Decrypt,18,6,32,3,0.000454336099937791
2078,Addition,18,6,32,3,8.526330057065934e-05
2079,Multiplication,18,6,32,3,0.1668697261993657
2080,KeyGen,18,1,32,3,0.04913344799933839
2081,Encryption,18,1,32,3,0.0020716052000352646
2082,Decrypt,18,1,32,3,0.00014439619990298526
2083,Addition,18,1,32,3,6.609600022784434e-05
2084,Multiplication,18,1,32,3,0.04018683199974475
2085,KeyGen,18,2,32,3,0.07369518390041777
2086,Encryption,18,2,32,3,0.002743812699918635
2087,Decrypt,18,2,32,3,0.00018372990016359835
2088,Addition,18,2,32,3,6.865010000183247e-05
2089,Multiplication,18,2,32,3,0.0587961796001764
2090,KeyGen,18,24,32,3,1.4466244022005412
2091,Encryption,18,24,32,3,0.07845847059943481
2092,Decrypt,18,24,32,3,0.0040121669000654945
2093,Addition,18,24,32,3,0.000301834600395523
2094,Multiplication,18,24,32,3,1.5292447836000065
2095,KeyGen,18,10,32,3,0.3882164654001826
2096,Encryption,18,10,32,3,0.01645571650005877
2097,Decrypt,18,10,32,3,0.000896546000149101
2098,Addition,18,10,32,3,0.00010652459968696348
2099,Multiplication,18,10,32,3,0.36222537880021266
2100,KeyGen,18,12,32,3,0.4786412276996998
2101,Encryption,18,12,32,3,0.021371247900242453
2102,Decrypt,18,12,32,3,0.001184017399646109
2103,Addition,18,12,32,3,0.00011071369954152033
2104,Multiplication,18,12,32,3,0.4735694672999671
2105,KeyGen,18,26,32,3,1.6013722602001508
2106,Encryption,18,26,32,3,0.07390467930017622
2107,Decrypt,18,26,32,3,0.0038851349003380165
2108,Addition,18,26,32,3,0.0001674846003879793
2109,Multiplication,18,26,32,3,1.7611194437005906
2110,KeyGen,18,28,32,3,1.8349711496994132
2111,Encryption,18,28,32,3,0.117442239200318
2112,Decrypt,18,28,32,3,0.004509791700547794
2113,Addition,18,28,32,3,0.0001769187998434063
2114,Multiplication,18,28,32,3,1.955622381500143
2115,KeyGen,18,30,32,3,2.0792258820001734
2116,Encryption,18,30,32,3,0.09636122189986054
2117,Decrypt,18,30,32,3,0.004981263099762145
2118,Addition,18,30,32,3,0.00018150280011468566
2119,Multiplication,18,30,32,3,2.2544487432001916
2120,KeyGen,16,16,32,3,0.5259928961000696
2121,Encryption,16,16,32,3,0.027632997400360182
2122,Decrypt,16,16,32,3,0.0014792321999266278
2123,Addition,16,16,32,3,0.00011463979972177185
2124,Multiplication,16,16,32,3,0.5361695441999472
2125,KeyGen,16,18,32,3,0.6432330700998137
2126,Encryption,16,18,32,3,0.03281612919963663
2127,Decrypt,16,18,32,3,0.0019142329998430795
2128,Addition,16,18,32,3,0.00012663000015891157
2129,Multiplication,16,18,32,3,0.6484676947999105
2130,KeyGen,16,14,32,3,0.4160382386995479
2131,Encryption,16,14,32,3,0.021099490699998568
2132,Decrypt,16,14,32,3,0.0012486315004935022
2133,Addition,16,14,32,3,0.00010588059958536178
2134,Multiplication,16,14,32,3,0.41716363769955933
2135,KeyGen,16,20,32,3,0.7647830879002868
2136,Encryption,16,20,32,3,0.03788700739969499
2137,Decrypt,16,20,32,3,0.0022774297001888046
2138,Addition,16,20,32,3,0.00012787399973603896
2139,Multiplication,16,20,32,3,0.7777493323003
2140,KeyGen,18,32,32,3,2.325800889799575
2141,Encryption,18,32,32,3,0.11681042630007141
2142,Decrypt,18,32,32,3,0.005437435199564788
2143,Addition,18,32,32,3,0.000182995900104288
2144,Multiplication,18,32,32,3,2.5134723695002323
2145,KeyGen,16,4,32,3,0.09224503450022895
2146,Encryption,16,4,32,3,0.004211828199913725
2147,Decrypt,16,4,32,3,0.00029743370032520033
2148,Addition,16,4,32,3,7.576119969598949e-05
2149,Multiplication,16,4,32,3,0.08388158279994969
2150,KeyGen,16,2,32,3,0.056866299999819604
2151,Encryption,16,2,32,3,0.0031319861998781564
2152,Decrypt,16,2,32,3,0.0001949650002643466
2153,Addition,16,2,32,3,6.41760001599323e-05
2154,Multiplication,16,2,32,3,0.05364444049992016
2155,KeyGen,16,22,32,3,0.8772682340997562
2156,Encryption,16,22,32,3,0.04401637760020094
2157,Decrypt,16,22,32,3,0.002627524099807488
2158,Addition,16,22,32,3,0.0001337891000730451
2159,Multiplication,16,22,32,3,0.9579393058003915
2160,KeyGen,16,1,32,3,0.04336334600011469
2161,Encryption,16,1,32,3,0.002676929099834524
2162,Decrypt,16,1,32,3,0.0003058578004129231
2163,Addition,16,1,32,3,0.00021643040017806924
2164,Multiplication,16,1,32,3,0.03671133359966916
2165,KeyGen,16,6,32,3,0.15008649429946672
2166,Encryption,16,6,32,3,0.0065735174001019915
2167,Decrypt,16,6,32,3,0.00044086699999752456
2168,Addition,16,6,32,3,8.675029966980219e-05
2169,Multiplication,16,6,32,3,0.1349920499997097
2170,KeyGen,16,8,32,3,0.18957134859956568
2171,Encryption,16,8,32,3,0.008973519999562996
2172,Decrypt,16,8,32,3,0.0005752901000960264
2173,Addition,16,8,32,3,8.639239968033507e-05
2174,Multiplication,16,8,32,3,0.19510133109943126
2175,KeyGen,16,10,32,3,0.2622332701997948
2176,Encryption,16,10,32,3,0.01272519900012412
2177,Decrypt,16,10,32,3,0.000820345899410313
2178,Addition,16,10,32,3,9.310050008934923e-05
2179,Multiplication,16,10,32,3,0.28224730889996863
2180,KeyGen,16,12,32,3,0.3519607477996033
2181,Encryption,16,12,32,3,0.016905061699799263
2182,Decrypt,16,12,32,3,0.0010577227003523149
2183,Addition,16,12,32,3,0.00010226560043520294
2184,Multiplication,16,12,32,3,0.36916496900012136
2185,KeyGen,16,24,32,3,1.0237050454998098
2186,Encryption,16,24,32,3,0.05337000380022801
2187,Decrypt,16,24,32,3,0.0032885984997847117
2188,Addition,16,24,32,3,0.00014116229940555058
2189,Multiplication,16,24,32,3,1.0753047866004635
2190,KeyGen,16,26,32,3,1.141334452600131
2191,Encryption,16,26,32,3,0.058988934300577965
2192,Decrypt,16,26,32,3,0.003416110500256764
2193,Addition,16,26,32,3,0.00015127840015338734
2194,Multiplication,16,26,32,3,1.2312758665997534
2195,KeyGen,16,28,32,3,1.3099796261994925
2196,Encryption,16,28,32,3,0.07404764730017632
2197,Decrypt,16,28,32,3,0.003924623599596088
2198,Addition,16,28,32,3,0.00016056250024121255
2199,Multiplication,16,28,32,3,1.4106481621995044
2200,KeyGen,14,18,32,3,0.4369992768995871
2201,Encryption,14,18,32,3,0.026197657900047487
2202,Decrypt,14,18,32,3,0.0015284872002666815
2203,Addition,14,18,32,3,0.00010622469999361783
2204,Multiplication,14,18,32,3,0.45445324899992556
2205,KeyGen,16,30,32,3,1.4923222418998194
2206,Encryption,16,30,32,3,0.07752856909937691
2207,Decrypt,16,30,32,3,0.004446681799890939
2208,Addition,16,30,32,3,0.00016454960059490985
2209,Multiplication,16,30,32,3,1.5850851317998604
2210,KeyGen,14,20,32,3,0.5130352931002562
2211,Encryption,14,20,32,3,0.028863931699743262
2212,Decrypt,14,20,32,3,0.0019362775994522963
2213,Addition,14,20,32,3,9.642649965826421e-05
2214,Multiplication,14,20,32,3,0.5214537811996707
2215,KeyGen,14,16,32,3,0.3653910222994455
2216,Encryption,14,16,32,3,0.02098498080013087
2217,Decrypt,14,16,32,3,0.0013557004000176675
2218,Addition,14,16,32,3,0.00010449070032336749
2219,Multiplication,14,16,32,3,0.366182490799838
2220,KeyGen,14,22,32,3,0.5985699382996245
2221,Encryption,14,22,32,3,0.03413044519984396
2222,Decrypt,14,22,32,3,0.0022774138997192495
2223,Addition,14,22,32,3,0.00011968190010520629
2224,Multiplication,14,22,32,3,0.6205555387001368
2225,KeyGen,14,14,32,3,0.2887278966998565
2226,Encryption,14,14,32,3,0.01628134280035738
2227,Decrypt,14,14,32,3,0.00116544039992732
2228,Addition,14,14,32,3,9.389350016135723e-05
2229,Multiplication,14,14,32,3,0.2862167580999085
2230,KeyGen,14,6,32,3,0.10190564989970881
2231,Encryption,14,6,32,3,0.006320906199835008
2232,Decrypt,14,6,32,3,0.0003761619998840615
2233,Addition,14,6,32,3,7.33312001102604e-05
2234,Multiplication,14,6,32,3,0.08670737689972156
2235,KeyGen,14,8,32,3,0.1389517595001962
2236,Encryption,14,8,32,3,0.007069988999865018
2237,Decrypt,14,8,32,3,0.0005136610998306423
2238,Addition,14,8,32,3,7.875130031607114e-05
2239,Multiplication,14,8,32,3,0.11906867290017545
2240,KeyGen,14,24,32,3,0.684447173999797
2241,Encryption,14,24,32,3,0.03893466310037184
2242,Decrypt,14,24,32,3,0.002346169000520604
2243,Addition,14,24,32,3,0.00010690260023693554
2244,Multiplication,14,24,32,3,0.7138615976000438
2245,KeyGen,14,4,32,3,0.058255368800018914
2246,Encryption,14,4,32,3,0.002987000400025863
2247,Decrypt,14,4,32,3,0.00023442070014425553
2248,Addition,14,4,32,3,6.334299978334456e-05
2249,Multiplication,14,4,32,3,0.05096821739934967
2250,KeyGen,14,1,32,3,0.024421070300013524
2251,Encryption,14,1,32,3,0.0012568619000376201
2252,Decrypt,14,1,32,3,0.0001228819994139485
2253,Addition,14,1,32,3,5.7699900207808244e-05
2254,Multiplication,14,1,32,3,0.02077559659956023
2255,KeyGen,14,2,32,3,0.03463735729965265
2256,Encryption,14,2,32,3,0.0017708410996419843
2257,Decrypt,14,2,32,3,0.00015774850035086275
2258,Addition,14,2,32,3,5.8708000142360103e-05
2259,Multiplication,14,2,32,3,0.028582622399699175
2260,KeyGen,14,10,32,3,0.18635832389991264
2261,Encryption,14,10,32,3,0.009955436800373718
2262,Decrypt,14,10,32,3,0.0006746476996340789
2263,Addition,14,10,32,3,8.513430002494715e-05
2264,Multiplication,14,10,32,3,0.17141918709967285
2265,KeyGen,16,32,32,3,1.689338853600202
2266,Encryption,16,32,32,3,0.10101954970014049
2267,Decrypt,16,32,32,3,0.005147390899946913
2268,Addition,16,32,32,3,0.00017330269984086044
2269,Multiplication,16,32,32,3,1.792297836799844
2270,KeyGen,14,12,32,3,0.2353399902000092
2271,Encryption,14,12,32,3,0.01340833259964711
2272,Decrypt,14,12,32,3,0.0009328688000096008
2273,Addition,14,12,32,3,9.567349989083595e-05
2274,Multiplication,14,12,32,3,0.22413395650000895
2275,KeyGen,14,26,32,3,0.7868030511002871
2276,Encryption,14,26,32,3,0.04514884969976265
2277,Decrypt,14,26,32,3,0.003028565899876412
2278,Addition,14,26,32,3,0.00012952010001754388
2279,Multiplication,14,26,32,3,0.8412278679999872
2280,KeyGen,14,28,32,3,0.8919819002003351
2281,Encryption,14,28,32,3,0.059008440299658106
2282,Decrypt,14,28,32,3,0.0034434475004673005
2283,Addition,14,28,32,3,0.000139083199610468
2284,Multiplication,14,28,32,3,0.9699233646999346
2285,KeyGen,14,30,32,3,0.9923297148998245
2286,Encryption,14,30,32,3,0.05928360119942226
2287,Decrypt,14,30,32,3,0.003843622899876209
2288,Addition,14,30,32,3,0.0002515239997592289
2289,Multiplication,14,30,32,3,1.0750748430997192
2290,KeyGen,12,16,32,3,0.22621301660037715
2291,Encryption,12,16,32,3,0.015471191899996484
2292,Decrypt,12,16,32,3,0.0011878949000674766
2293,Addition,12,16,32,3,9.027950000017881e-05
2294,Multiplication,12,16,32,3,0.22457014839965267
2295,KeyGen,12,18,32,3,0.2640710397005023
2296,Encryption,12,18,32,3,0.018090783699881284
2297,Decrypt,12,18,32,3,0.0014021172995853704
2298,Addition,12,18,32,3,9.708849975140766e-05
2299,Multiplication,12,18,32,3,0.28360185749988887
2300,KeyGen,12,20,32,3,0.32537787899927934
2301,Encryption,12,20,32,3,0.02177496529984637
2302,Decrypt,12,20,32,3,0.0016766986998845823
2303,Addition,12,20,32,3,0.0001020116003928706
2304,Multiplication,12,20,32,3,0.3476159764999466
2305,KeyGen,12,14,32,3,0.19051295509998453
2306,Encryption,12,14,32,3,0.0121923260994663
2307,Decrypt,12,14,32,3,0.0009289947993238457
2308,Addition,12,14,32,3,8.684329950483515e-05
2309,Multiplication,12,14,32,3,0.1912285029000486
2310,KeyGen,14,32,32,3,1.0946191028997418
2311,Encryption,14,32,32,3,0.06875197850022233
2312,Decrypt,14,32,32,3,0.005286738699942362
2313,Addition,14,32,32,3,0.00014902740003890357
2314,Multiplication,14,32,32,3,1.2089142341996193
2315,KeyGen,12,22,32,3,0.36721312320005384
2316,Encryption,12,22,32,3,0.024990447600430343
2317,Decrypt,12,22,32,3,0.0019258746004197746
2318,Addition,12,22,32,3,0.00010593670012895017
2319,Multiplication,12,22,32,3,0.40565014270032407
2320,KeyGen,12,2,32,3,0.024414413199701814
2321,Encryption,12,2,32,3,0.0015029189999040682
2322,Decrypt,12,2,32,3,0.00014944740032660775
2323,Addition,12,2,32,3,5.670989994541742e-05
2324,Multiplication,12,2,32,3,0.023084764899977017
2325,KeyGen,12,8,32,3,0.08276382440017187
2326,Encryption,12,8,32,3,0.00525811569968937
2327,Decrypt,12,8,32,3,0.00044394310025381857
2328,Addition,12,8,32,3,7.011720008449629e-05
2329,Multiplication,12,8,32,3,0.07919224020006368
2330,KeyGen,12,10,32,3,0.11359887409998919
2331,Encryption,12,10,32,3,0.007152226899779635
2332,Decrypt,12,10,32,3,0.0005871153000043706
2333,Addition,12,10,32,3,7.510720024583861e-05
2334,Multiplication,12,10,32,3,0.1093887682996865
2335,KeyGen,12,1,32,3,0.015918221700121648
2336,Encryption,12,1,32,3,0.001007574100367492
2337,Decrypt,12,1,32,3,0.00011448779987404123
2338,Addition,12,1,32,3,5.53139005205594e-05
2339,Multiplication,12,1,32,3,0.013962143599928822
2340,KeyGen,12,4,32,3,0.04196255889983149
2341,Encryption,12,4,32,3,0.0023389142006635666
2342,Decrypt,12,4,32,3,0.0002156494003429543
2343,Addition,12,4,32,3,5.9156899806112054e-05
2344,Multiplication,12,4,32,3,0.03568935389994295
2345,KeyGen,12,6,32,3,0.061494363900419555
2346,Encryption,12,6,32,3,0.0041049464998650365
2347,Decrypt,12,6,32,3,0.0003562277001037728
2348,Addition,12,6,32,3,0.00015484050018130802
2349,Multiplication,12,6,32,3,0.05620831089981948
2350,KeyGen,12,12,32,3,0.14744473710015882
2351,Encryption,12,12,32,3,0.009545651000371436
2352,Decrypt,12,12,32,3,0.0007635351001226808
2353,Addition,12,12,32,3,8.089230032055638e-05
2354,Multiplication,12,12,32,3,0.14582363919980706
2355,KeyGen,12,24,32,3,0.4249092879996169
2356,Encryption,12,24,32,3,0.030279422699823044
2357,Decrypt,12,24,32,3,0.0026748165000753943
2358,Addition,12,24,32,3,0.00011462979964562691
2359,Multiplication,12,24,32,3,0.4677574276996893
2360,KeyGen,12,26,32,3,0.4948846601000696
2361,Encryption,12,26,32,3,0.0360424623999279
2362,Decrypt,12,26,32,3,0.002729774500039639
2363,Addition,12,26,32,3,0.00022713860016665421
2364,Multiplication,12,26,32,3,0.5516970714001218
2365,KeyGen,12,28,32,3,0.5543615816000965
2366,Encryption,12,28,32,3,0.03880075960041722
2367,Decrypt,12,28,32,3,0.0029343306996452156
2368,Addition,12,28,32,3,0.00012217699986649677
2369,Multiplication,12,28,32,3,0.629902093399869
2370,KeyGen,10,18,32,3,0.162223346799874
2371,Encryption,10,18,32,3,0.013019395800074562
2372,Decrypt,10,18,32,3,0.0011883908999152481
2373,Addition,10,18,32,3,8.587729971623048e-05
2374,Multiplication,10,18,32,3,0.17122416910060564
2375,KeyGen,10,20,32,3,0.19190013819970772
2376,Encryption,10,20,32,3,0.015305141400313005
2377,Decrypt,10,20,32,3,0.0013936832998297176
2378,Addition,10,20,32,3,8.967840039986186e-05
2379,Multiplication,10,20,32,3,0.20144690939996507
2380,KeyGen,12,30,32,3,0.6242496715996821
2381,Encryption,12,30,32,3,0.04330155940042459
2382,Decrypt,12,30,32,3,0.003334235100192018
2383,Addition,12,30,32,3,0.00012858600020990708
2384,Multiplication,12,30,32,3,0.7113669158999982
2385,KeyGen,10,16,32,3,0.13201173019988346
2386,Encryption,10,16,32,3,0.010414514299918664
2387,Decrypt,10,16,32,3,0.0009620292999898084
2388,Addition,10,16,32,3,8.111330025712959e-05
2389,Multiplication,10,16,32,3,0.1425683157001913
2390,KeyGen,10,22,32,3,0.24300860170042143
2391,Encryption,10,22,32,3,0.01811151020010584
2392,Decrypt,10,22,32,3,0.001669969599606702
2393,Addition,10,22,32,3,9.703160030767321e-05
2394,Multiplication,10,22,32,3,0.24272132370024338
2395,KeyGen,10,14,32,3,0.10886812900062068
2396,Encryption,10,14,32,3,0.008409218399901875
2397,Decrypt,10,14,32,3,0.0007975157997861971
2398,Addition,10,14,32,3,7.619919997523539e-05
2399,Multiplication,10,14,32,3,0.10951425140010543
2400,KeyGen,10,6,32,3,0.036326025600283175
2401,Encryption,10,6,32,3,0.0027326607007125856
2402,Decrypt,10,6,32,3,0.00027691150025930253
2403,Addition,10,6,32,3,5.856700008735061e-05
2404,Multiplication,10,6,32,3,0.03409609609952895
2405,KeyGen,10,8,32,3,0.05176438319977024
2406,Encryption,10,8,32,3,0.004161064600339159
2407,Decrypt,10,8,32,3,0.00038112509937491266
2408,Addition,10,8,32,3,6.370199989760294e-05
2409,Multiplication,10,8,32,3,0.051882689500052946
2410,KeyGen,10,1,32,3,0.009704191199853085
2411,Encryption,10,1,32,3,0.0007162875001085923
2412,Decrypt,10,1,32,3,9.67236002907157e-05
2413,Addition,10,1,32,3,4.5639699965249744e-05
2414,Multiplication,10,1,32,3,0.00867464969996945
2415,KeyGen,10,2,32,3,0.013225761400099146
2416,Encryption,10,2,32,3,0.0009703405004984234
2417,Decrypt,10,2,32,3,0.00011091179985669441
2418,Addition,10,2,32,3,4.603970010066405e-05
2419,Multiplication,10,2,32,3,0.011638462099654134
2420,KeyGen,10,4,32,3,0.024629739800002427
2421,Encryption,10,4,32,3,0.0018278881994774564
2422,Decrypt,10,4,32,3,0.0002022092005063314
2423,Addition,10,4,32,3,5.843489998369478e-05
2424,Multiplication,10,4,32,3,0.02171514619985828
2425,KeyGen,10,24,32,3,0.25914423130016073
2426,Encryption,10,24,32,3,0.020897934599634026
2427,Decrypt,10,24,32,3,0.0019421311000769493
2428,Addition,10,24,32,3,9.911860033753327e-05
2429,Multiplication,10,24,32,3,0.28009119970010943
2430,KeyGen,10,12,32,3,0.08914159139967523
2431,Encryption,10,12,32,3,0.006828612100071041
2432,Decrypt,10,12,32,3,0.000740300900361035
2433,Addition,10,12,32,3,7.255319942487404e-05
2434,Multiplication,10,12,32,3,0.09113657400012017
2435,KeyGen,12,32,32,3,0.6857568301995343
2436,Encryption,12,32,32,3,0.05053548560026684
2437,Decrypt,12,32,32,3,0.0037627869001880753
2438,Addition,12,32,32,3,0.00013673919966095127
2439,Multiplication,12,32,32,3,0.7829254472002504
2440,KeyGen,10,10,32,3,0.0668749846998253
2441,Encryption,10,10,32,3,0.005317127000307664
2442,Decrypt,10,10,32,3,0.000502771000174107
2443,Addition,10,10,32,3,6.602900029974989e-05
2444,Multiplication,10,10,32,3,0.06809445369945025
2445,KeyGen,10,26,32,3,0.2894434294998064
2446,Encryption,10,26,32,3,0.024339851699915017
2447,Decrypt,10,26,32,3,0.0021718017000239343
2448,Addition,10,26,32,3,0.00010535569963394664
2449,Multiplication,10,26,32,3,0.3315201216006244
2450,KeyGen,10,28,32,3,0.3380665547003446
2451,Encryption,10,28,32,3,0.028014545499900123
2452,Decrypt,10,28,32,3,0.0026877308999246454
2453,Addition,10,28,32,3,0.0001098177999665495
2454,Multiplication,10,28,32,3,0.3923700478000683
2455,KeyGen,8,18,32,3,0.08677280990013969
2456,Encryption,8,18,32,3,0.008795064700098009
2457,Decrypt,8,18,32,3,0.000990646900027059
2458,Addition,8,18,32,3,7.657719979761168e-05
2459,Multiplication,8,18,32,3,0.09439577969969833
2460,KeyGen,8,16,32,3,0.06990022729951306
2461,Encryption,8,16,32,3,0.00706808210015879
2462,Decrypt,8,16,32,3,0.0007989306999661494
2463,Addition,8,16,32,3,7.079119968693704e-05
2464,Multiplication,8,16,32,3,0.07726661169945145
2465,KeyGen,10,30,32,3,0.3690562604999286
2466,Encryption,10,30,32,3,0.030301814999984345
2467,Decrypt,10,30,32,3,0.002819979099876946
2468,Addition,10,30,32,3,0.00011362989971530624
2469,Multiplication,10,30,32,3,0.4212764096999308
2470,KeyGen,8,20,32,3,0.10583946390033816
2471,Encryption,8,20,32,3,0.01016604769974947
2472,Decrypt,8,20,32,3,0.0011223339002754073
2473,Addition,8,20,32,3,7.584920022054575e-05
2474,Multiplication,8,20,32,3,0.11670431299935444
2475,KeyGen,8,22,32,3,0.11857941569978721
2476,Encryption,8,22,32,3,0.011689400099567138
2477,Decrypt,8,22,32,3,0.0013559366998379119
2478,Addition,8,22,32,3,8.353739976882935e-05
2479,Multiplication,8,22,32,3,0.14174978820010437
2480,KeyGen,8,6,32,3,0.019089861699467293
2481,Encryption,8,6,32,3,0.0016021825998905116
2482,Decrypt,8,6,32,3,0.0002194565000536386
2483,Addition,8,6,32,3,5.201989988563582e-05
2484,Multiplication,8,6,32,3,0.01943841730026179
2485,KeyGen,8,8,32,3,0.028972725899802754
2486,Encryption,8,8,32,3,0.002986465799767757
2487,Decrypt,8,8,32,3,0.00036337990022730084
2488,Addition,8,8,32,3,5.715189981856383e-05
